AuthorName,aPublication,coAuthor,yearsInField,venueImpact,h-Index,i10-Index,aRefs,TotalCitation,CitationsPerYear
Martijn Coenen,2.5,8,2,62.5,5,5,36,326,163
Martijn Hendriks,1.6,7.6,5,34.4,8,8,0,339,67.8
Martijn J. Rutten,2.5,10,3,65,4,4,4.5,230,76.66666667
Martijn T. Bennebroek,1.833333333,3.666666667,6,33.83333333,5,2,7.333333333,104,17.33333333
Martin A. Fischler,1.65,2.4,38,78.6,16,22,0.8,9727,255.9736842
Martin A. Graef,1.25,0,14,3.75,0,0,0,0,0
Martin Alt,1.923076923,6.230769231,18,23.92307692,12,14,0.384615385,852,47.33333333
Martin B. Roberts,1,0,1,32,0,0,0,0,0
Martin B\xc3\xbccker,3.454545455,10.18181818,13,65.72727273,8,6,4.454545455,257,19.76923077
Martin Barisits,0,4,1,0,0,0,0,0,0
Martin Bauer,2.454545455,12.72727273,17,36.36363636,16,18,4.454545455,1012,59.52941176
Martin Baynes,1,9,1,32,1,0,0,2,2
Martin Berchtold,3.5,26,2,49,3,3,6,50,25
Martin Berzins,2.071428571,4.5,17,44.92857143,11,12,1.071428571,486,28.58823529
Martin Bogdan,1.75,15.125,10,41.25,7,5,1.625,397,39.7
Martin Bravenboer,2.333333333,6.666666667,7,41.5,13,14,29.83333333,732,104.5714286
Martin Burtscher,3.666666667,13.33333333,10,71.77777778,16,19,35,749,74.9
Martin C. Henson,2.583333333,2.833333333,25,44.16666667,13,16,0.833333333,340,13.6
Martin C. Herbordt,2.857142857,7.857142857,19,55.57142857,13,17,5.928571429,448,23.57894737
Martin C. Martin,1.4,3.2,7,33.6,6,6,5.4,412,58.85714286
Martin C. Rinard,6.315789474,16,25,205.4736842,43,90,58.31578947,8794,351.76
Martin Charles Golumbic,2.772727273,5.590909091,33,57.09090909,24,39,4.590909091,2108,63.87878788
Martin Clara,1.666666667,7.333333333,4,83.66666667,4,4,0,410,102.5
Martin Colley,1.875,9.5,9,54.75,9,9,1.25,552,61.33333333
Martin Collier,1.444444444,4.555555556,16,37,6,4,5,197,12.3125
Martin Coors,1.25,2.75,8,24.75,3,3,3,175,21.875
Martin D. Carroll,1,0.625,13,18.125,4,4,1,167,12.84615385
Martin D. F. Wong,6.473684211,17.10526316,21,165.4736842,27,70,20.68421053,2604,124
Martin D. Fraser,1.133333333,2.2,19,33.46666667,8,7,3.466666667,494,26
Martin D. Schwarz,0,4,1,0,0,0,0,0,0
Martin Danek,1.5,7.75,10,28.5,5,2,1.125,57,5.7
Martin Dimitrov,1.5,12,2,51,3,2,20,37,18.5
Martin Duncan,1,5,1,34,1,0,0,2,2
Martin E. Hopkins,1,2,17,37.33333333,2,2,4.666666667,818,48.11764706
Martin Elsman,1.5,1.166666667,8,25.33333333,9,9,10.83333333,241,30.125
Martin F. H. Schuurmans,1,0,1,12,0,0,0,0,0
Martin Farach-Colton,4.545454545,13.54545455,11,159.4545455,21,37,14.18181818,2924,265.8181818
Martin Fenne,1,2,1,8,0,0,0,0,0
Martin Flatscher,0,25,1,0,0,0,0,0,0
Martin Fleury,4.25,18.16666667,13,95.25,8,5,4.416666667,212,16.30769231
Martin Foltin,2,4,1,58,2,1,1,15,15
Martin Fr\xc3\xa4nzle,2.357142857,8.285714286,17,37.92857143,16,22,6.785714286,816,48
Martin Freeman,1,0.25,23,42,1,0,3.25,2,0.086956522
Martin Frey,1.25,6,12,27.75,2,1,1.5,14,1.166666667
Martin Gasbichler,1.5,2.5,4,37,2,2,26,71,17.75
Martin Geier,1.5,17.25,9,10.25,4,4,0,81,9
Martin Geiger,1.5,6,14,31.5,1,1,1,17,1.214285714
Martin Gergeleit,1.727272727,3.727272727,14,23.90909091,10,10,1.636363636,360,25.71428571
Martin Glinz,2.222222222,5.444444444,27,41.33333333,15,20,1.555555556,1010,37.40740741
Martin Gogolla,4.333333333,11.14814815,27,79.18518519,29,62,5.259259259,2978,110.2962963
Martin Grajcar,1,0.25,4,28.25,2,2,2.5,87,21.75
Martin Greiner,1.333333333,3,3,54.33333333,2,2,1,46,15.33333333
Martin Griebl,2,3,13,35.30769231,10,10,2.769230769,325,25
Martin Grimeland,1,1,1,38,1,0,0,8,8
Martin Groepl,1,2,1,34,1,1,0,20,20
Martin Grote,1,7,1,38,1,0,0,6,6
Martin H. Davis Jr.,1,1,1,29,0,0,0,0,0
Martin H. Schultz,1.888888889,6.444444444,36,62.66666667,9,9,2.333333333,638,17.72222222
Martin Hardwick,1.461538462,2.615384615,23,45.69230769,10,10,1.384615385,612,26.60869565
Martin Hartwig,1,2,2,13,0,0,0,0,0
Martin Hediger,1,6,2,28,2,0,0,7,3.5
Martin Heimlicher,1,9,1,37,0,0,0,0,0
Martin Helliwell,1,1,1,32,1,1,1,81,81
Martin Herdieckerhoff,1,1,7,23,3,1,0.25,42,6
Martin Hirzel,2,13.25,9,52.625,13,14,53.5,1136,126.2222222
Martin Hoefer,3.833333333,20.16666667,6,140.5,10,11,13.66666667,566,94.33333333
Martin Hoffmann,3.25,23.25,4,73.75,5,2,2.5,154,38.5
Martin Hofmann,5.043478261,15.82608696,24,102.7391304,31,63,12,3329,138.7083333
Martin J. Goldberg,1,1,1,32,0,0,0,0,0
Martin J. Russell,2.777777778,8.333333333,14,78.33333333,10,11,0.444444444,395,28.21428571
Martin J. Welt,1,0,1,32,0,0,0,0,0
Martin Jenkner,1.2,10.8,7,50.4,2,2,0,98,14
Martin John Burbidge,1.333333333,2,5,21,3,0,4.333333333,18,3.6
Martin Jourdan,2,3.222222222,14,34.77777778,14,16,3,748,53.42857143
Martin K. Purvis,5.714285714,17.92857143,18,96,16,31,5.785714286,1078,59.88888889
Martin K\xc3\xa4mpe,1,1.666666667,5,29.33333333,3,2,2.666666667,41,8.2
Martin Kaibel,1.5,7,3,86.5,2,2,4,82,27.33333333
Martin Karlsson,1.6,7.6,5,35.8,5,3,13.8,118,23.6
Martin Kayss,1,3,1,34,1,0,1,4,4
Martin Keim,1.615384615,6.461538462,15,24.38461538,13,14,1.384615385,342,22.8
Martin Kero,1,5,1,12,1,0,16,9,9
Martin Kinkade,1,7,1,32,1,1,2,25,25
Martin Klompstra,1,3,1,32,1,1,7,21,21
Martin Kuhlmann,1.285714286,2.428571429,7,27.71428571,6,6,7.285714286,382,54.57142857
Martin Kumm,1,8.5,3,14.5,2,1,0,13,4.333333333
Martin Labrecque,1.5,13,2,26,3,3,4,62,31
Martin Langhammer,1,4,1,20,1,1,1,35,35
Martin Lefebvre,1,2.75,10,29.5,2,2,3.25,53,5.3
Martin Leifhelm,2,8,1,68,2,2,0,58,58
Martin Leopold,1.2,3,7,27.6,4,3,4.8,256,36.57142857
Martin Letis,1,3,1,15,1,1,14,18,18
Martin Lienhard,1.5,8,8,35,1,1,0,10,1.25
Martin Lukasiewycz,4.333333333,43.66666667,3,97.33333333,7,5,36,118,39.33333333
Martin M. Deneroff,3,70,2,114.5,4,3,4.5,288,144
Martin Maierhofer,1.333333333,2,3,19.66666667,1,1,0,22,7.333333333
Martin Margala,4.818181818,17.45454545,14,86.18181818,11,13,4,406,29
Martin Meinhold,1,7,1,6,0,0,14,0,0
Martin Middendorf,6.25,15.125,17,132.8125,25,44,8.5625,3327,195.7058824
Martin Mikelsons,1,3,12,31.75,4,3,1,89,7.416666667
Martin Morf,1.4,4,25,34.8,7,7,3.8,470,18.8
Martin Muller,1,2,1,34,1,0,8,7,7
Martin N\xc3\xa4f,1.625,6.875,10,34.875,7,7,7.25,580,58
Martin Odersky,3.157894737,7.789473684,22,72.73684211,30,43,16.31578947,3878,176.2727273
Martin Ohmacht,2.142857143,51.85714286,13,41,9,8,4.428571429,853,65.61538462
Martin Oma\xc3\xb1a,4.666666667,22.16666667,6,73.5,9,8,12.5,427,71.16666667
Martin P\xc3\xb6ppe,1.333333333,3,4,24,3,2,0,44,11
Martin Padeffke,1,1,2,20,1,0,2,2,1
Martin Palkovic,2.5,28,7,46.16666667,9,9,31,172,24.57142857
Martin Paluszewski,1,4.333333333,5,13.33333333,3,2,2.666666667,37,7.4
Martin Quinson,2,11.66666667,8,57.83333333,8,8,1,371,46.375
Martin R. Frank,2.2,4.5,13,72.2,12,13,10.3,1683,129.4615385
Martin R. Frerichs,1,0,1,25,0,0,2,0,0
Martin R\xc3\xb6tteler,3.818181818,8.909090909,11,189.4545455,14,16,5.090909091,694,63.09090909
Martin Raber,1,3.666666667,9,7,2,0,0,14,1.555555556
Martin Radetzki,2.111111111,7.333333333,13,35.66666667,8,8,3.111111111,149,11.46153846
Martin Rajman,3.75,14.33333333,12,119.3333333,18,26,4.916666667,933,77.75
Martin Rinard,0,9,1,0,0,0,0,0,0
Martin Rosner,1,2.5,7,22,2,2,0,81,11.57142857
Martin Ruckert,1,0.666666667,15,18.16666667,4,1,2.166666667,33,2.2
Martin S. Schmookler,1.285714286,3.857142857,37,24.42857143,5,4,1,149,4.027027027
Martin S\xc3\xbc\xc3\x9fkraut,1.5,9.5,4,29.5,4,4,22.25,98,24.5
Martin Sch\xc3\xbctze,1.4,3.2,8,38.2,5,4,2.6,65,8.125
Martin Schindewolf,1,21,1,3,0,0,0,0,0
Martin Schmid,1,3,2,28,1,0,2.5,2,1
Martin Schmollinger,1.75,4.5,4,34,3,1,0,52,13
Martin Schoeberl,4.833333333,20,6,80.33333333,14,23,30.5,644,107.3333333
Martin Schrader,1,6,17,21.5,1,0,1.5,9,0.529411765
Martin Schulz,6.923076923,39,28,154.8461538,22,43,25.76923077,1441,51.46428571
Martin Schwarzer,1.5,3,2,19,3,0,3,22,11
Martin Simka,1.25,4.5,4,24.25,5,4,0,71,17.75
Martin Simons,1.625,4.375,11,26.75,6,5,3.875,106,9.636363636
Martin Skambraks,2,0,3,25,0,0,0,0,0
Martin Soika,1.2,1.4,8,24.2,2,1,0,313,39.125
Martin Stiftinger,1.5,4.5,2,47.5,1,0,2.5,6,3
Martin Stigge,1,27,1,13,1,1,20,16,16
Martin Stoufer,1.5,5.5,2,42.5,3,3,5.5,140,70
Martin Strasser,1,17,1,27,1,1,17,29,29
Martin Streub\xc3\xbchr,1.666666667,25.33333333,3,23,3,2,4.666666667,101,33.66666667
Martin T. Swain,1.333333333,6,5,21.33333333,3,1,0,24,4.8
Martin T. Vechev,1.5,14.66666667,6,38.66666667,7,7,37,184,30.66666667
Martin T\xc3\xb6rngren,2.555555556,16.55555556,11,41.11111111,12,14,2.444444444,444,40.36363636
Martin Thuresson,1.25,5,4,20.25,3,1,8.5,37,9.25
Martin Trautmann,2,24,1,81,2,2,20,321,321
Martin Vaupel,1.333333333,6.666666667,5,26.33333333,3,1,0,58,11.6
Martin Versen,1,3,3,20,1,0,0,2,0.666666667
Martin Vetterli,9.444444444,25.66666667,18,415.8333333,68,133,9.722222222,24487,1360.388889
Martin Vogels,2,5,5,57,3,2,1,48,9.6
Martin Vorbach,4,12.5,2,84.5,6,5,0,490,245
Martin Wechs,1.5,7,11,32.5,2,2,3.5,51,4.636363636
Martin Weiglhofer,6,25,2,94,7,5,22,200,100
Martin Winkler,0,8,1,0,0,0,0,0,0
Martin Yeung-Kei Chui,1,2,1,25,1,0,1,1,1
Martin Zabel,1.5,5.75,4,19,4,2,4.25,70,17.5
Martin Zachariasen,3.222222222,7.222222222,11,72.11111111,13,17,6.333333333,546,49.63636364
Martin Zaddach,2.333333333,4.666666667,4,30.66666667,3,1,0,29,7.25
Martin Zambaldi,3.25,8.75,7,50.25,4,1,2.75,41,5.857142857
Martin Zimmerling,1,3.5,2,7.5,1,0,0,9,4.5
Martin Zimmermann,1.4,5,19,38.2,4,2,0.7,49,2.578947368
Martina H\xc3\xbcllmann,0,33,1,0,0,0,0,0,0
Martina Maggio,0,49,1,0,0,0,0,0,0
Martina Vaupel,1,13,1,5,1,0,0,1,1
Martina Zitterbart,5.65,13.5,20,85.6,14,31,2.15,1174,58.7
Martine D. F. Schlag,1.928571429,3.571428571,19,49.14285714,19,21,1.285714286,1636,86.10526316
Martino Ruggiero,3.25,34,4,58.5,7,5,27.75,190,47.5
Martino Sykora,1.4,5.4,5,29.6,3,0,10,21,4.2
Martinus Bos,1.5,4,2,36,3,3,2,62,31
Martti Forsell,2.142857143,9.571428571,13,38.85714286,6,5,6.285714286,1151,88.53846154
Marty A. Humphrey,2,6.8,5,46.8,7,7,8.6,285,57
Marty Emmert,1,2,1,32,1,1,18,42,42
Marty Humphrey,4,15.6,18,92,25,42,8.466666667,2089,116.0555556
Marty Itzkowitz,1,4,1,37,1,1,9,43,43
Marty J. Wolf,1.333333333,3.111111111,15,31.22222222,8,6,0.888888889,166,11.06666667
Marty Walker,1,6,1,32,0,0,0,0,0
Martyn Edwards,1.714285714,2.857142857,11,37.42857143,5,5,3.857142857,86,7.818181818
Martyn Fletcher,2.8,9.2,10,56.1,12,14,0,479,47.9
Marvin A. Wold,1,0,1,32,0,0,0,0,0
Marvin H. Solomon,1.947368421,3.421052632,29,62.36842105,21,29,6.368421053,2752,94.89655172
Marvin Tom,1,2,3,23.66666667,3,3,3.333333333,271,90.33333333
Marwan A. Gharaybeh,1.5,3,7,23,9,8,0,349,49.85714286
Marwan A. Jabri,1.888888889,2.944444444,20,61.77777778,10,11,0.722222222,455,22.75
Marwan S. Sleiman,2,3.5,2,31.5,1,0,0,1,0.5
Mary D. Brown,1,1.666666667,3,41,3,2,2.333333333,252,84
Mary Diane Palmer Leland,1.5,2.5,9,26.75,4,4,2.25,284,31.55555556
Mary Ellen Fuess,1,2,1,18,1,0,0,2,2
Mary Ellen Tie,0,1,1,0,0,0,0,0,0
Mary F. Fern\xc3\xa1ndez,3.166666667,9.75,12,109.6666667,19,23,11.58333333,3627,302.25
Mary F. Fernandez,2.181818182,4.636363636,2004,50.27272727,17,19,8.818181818,4013,2.00249501
Mary Hall,0,7,1,0,0,0,0,0,0
Mary Helen Barcellos-Hoff,1.444444444,6,10,46.77777778,8,8,0.222222222,180,18
Mary Inaba,2.181818182,9.909090909,15,43.27272727,8,7,2.818181818,224,14.93333333
Mary Jane Irwin,9.566666667,33.3,31,237.8666667,49,165,43.6,8662,279.4193548
Mary Jean Harrold,5.4,13.2,20,142.75,57,98,46.95,11161,558.05
Mary K. Podlecki,1,2,1,32,0,0,0,0,0
Mary K. Vernon,3.24,7.56,26,96.64,37,63,15.52,4921,189.2692308
Mary Kiemb,1.4,5,5,55.2,5,5,5.4,248,49.6
Mary L. Bailey,1.888888889,4.555555556,10,45.44444444,10,11,3.666666667,563,56.3
Mary Lou Soffa,4.896551724,11.06896552,29,123.3448276,40,91,32.4137931,5535,190.862069
Mary Mace,1,1.5,4,30,2,2,5,73,18.25
Mary Manohar,1,5,2,26,1,1,5.5,215,107.5
Mary Mehrnoosh Eshaghian-Wilner,3.5,8.5,2,26,3,1,9.5,31,15.5
Mary N. Youssef,1,1,1,32,1,1,0,107,107
Mary Papakhian,1,6.333333333,4,16,3,0,0.333333333,13,3.25
Mary R. Thompson,1.8,6.8,22,61.1,13,13,1.5,1168,53.09090909
Mary S. Van Deusen,1.4,4.2,11,61.6,3,3,0.6,129,11.72727273
Mary Seminara,1,4,1,38,1,0,0,3,3
Mary Stephenson,1,10,1,37,1,0,0,1,1
Mary Suchitha Joseph,2,6,1,52,2,2,0,42,42
Mary Thiel,1,3,1,32,0,0,0,0,0
Mary W. Hall,3.333333333,16.77777778,19,84.27777778,29,42,22.72222222,3995,210.2631579
Mary Yvonne Lanzerotti,2,4.666666667,4,37.33333333,4,2,17,47,11.75
Mary Zosel,1,1.666666667,22,35.33333333,2,1,2.333333333,18,0.818181818
Maryam Ashouei,2,30.5,4,27.5,4,1,0,44,11
Maryam Bahmani,0,7,1,0,0,0,0,0,0
Maryam Emami,1,3.333333333,15,25,2,2,6.333333333,721,48.06666667
Maryam Majedi,1,23,1,38,0,0,2,0,0
Maryam Mizani,1,1,3,31,1,0,0,1,0.333333333
Maryam Moazeni,3,12,1,45,2,0,17,16,16
Maryam Sadooghi-Alvandi,0,5,1,0,0,0,0,0,0
Maryam Shojaei Baghini,1.5,39.5,7,18.5,2,0,3,12,1.714285714
Maryamsadat Hashemian,0,1,1,0,0,0,0,0,0
Maryann E. Martone,3.5,33,9,95.25,13,16,4.25,636,70.66666667
Maryse Wouters,1,15.5,3,16,2,0,0,11,3.666666667
Maryvonne Miquel,4,11.83333333,7,57,10,10,9,315,45
Marzia Polito,1,2.8,7,38.8,4,3,3.2,181,25.85714286
Marzieh Morshedzadeh Morshedzadeh,0,1,1,0,0,0,0,0,0
Masa-Aki Fukase,1,3.75,15,6.75,3,2,2,37,2.466666667
Masaaki Abe,1,4.333333333,24,36.33333333,2,1,0,21,0.875
Masaaki Azuma,1,2,1,34,1,0,10,7,7
Masaaki Iijima,2,9,5,37.5,3,2,0,36,7.2
Masaaki Izumi,2,10,2,39,1,0,11.5,8,4
Masaaki Kondo,2.857142857,23.57142857,9,43.42857143,8,6,10.42857143,188,20.88888889
Masaaki Mizuno,2.333333333,6.133333333,27,52.86666667,15,21,3.666666667,700,25.92592593
Masaaki Nagamine,1,1.5,12,32,0,0,0,0,0
Masaaki Nakamura,1,2.8,9,17.2,2,0,0,15,1.666666667
Masaaki Noro,1.75,7.75,6,40.75,3,0,0,11,1.833333333
Masaaki Sasaki,1,7,1,25,1,0,0,2,2
Masaaki Tomizawa,1,3,5,35.33333333,2,1,0.666666667,31,6.2
Masaaki Yamada,1.125,4,20,25.875,5,4,0.875,128,6.4
Masafumi Onouchi,1,27,1,25,1,0,4,7,7
Masafumi Shimode,1,3,1,32,0,0,0,0,0
Masafumi Takahashi,1.166666667,9.333333333,11,26.33333333,3,2,0.333333333,82,7.454545455
Masafumi Yamashita,3.88,11,25,95.08,20,41,9.36,2069,82.76
Masaharu Hirayama,1,0.8,20,24.8,2,0,0.6,11,0.55
Masaharu Imai,2.222222222,10.38888889,30,57.94444444,11,11,4.777777778,475,15.83333333
Masahide Miyazaki,1.666666667,5.333333333,4,26.33333333,1,1,1,20,5
Masahide Sugano,1,4,1,32,1,0,2,6,6
Masahiko Adachi,1,2,1,32,0,0,0,0,0
Masahiko Iwane,1.4,2.6,7,17.6,3,1,0,25,3.571428571
Masahiko Kawamura,1,1.333333333,21,24.33333333,1,0,0,4,0.19047619
Masahiko Machida,1.5,7.25,6,26.75,3,2,1.5,32,5.333333333
Masahiko Nagai,1,14,1,32,1,0,4,4,4
Masahiko Shimakage,1,5,1,12,0,0,0,0,0
Masahiko Toyonaga,1.25,2.75,14,27,3,0,3.5,22,1.571428571
Masahiko Yoshimoto,4.571428571,62,8,84.71428571,7,6,1,195,24.375
Masahiro Fujita,7.5,27.70833333,26,170.6666667,36,83,11.375,5513,212.0384615
Masahiro Fukuda,1,9.5,10,29,3,2,0,35,3.5
Masahiro Fukui,1.285714286,8,26,28.57142857,4,2,0.428571429,75,2.884615385
Masahiro Furuya,1,2,1,25,1,1,0,41,41
Masahiro Goshima,1.5,8.7,16,27.5,6,3,2.6,138,8.625
Masahiro Hamada,3,8,1,191,3,2,0,49,49
Masahiro Hashimoto,1,3.4,39,34.4,3,1,2,52,1.333333333
Masahiro Ichimiya,1.5,5.5,8,24.33333333,4,3,0.5,52,6.5
Masahiro Iida,2.5,39.25,4,37,3,0,1.25,24,6
Masahiro Imanishi,1,2,1,34,1,1,15,23,23
Masahiro Kanazawa,1,10,2,25,2,2,2,132,66
Masahiro Kawakita,1.8,11.6,9,26.6,5,4,1.4,90,10
Masahiro Kojima,1,16,8,15.6,2,0,0,6,0.75
Masahiro Konda,1.333333333,7.666666667,9,31.66666667,1,0,0,2,0.222222222
Masahiro Konishi,1,6,1,12,1,0,7,2,2
Masahiro Kuroda,2,6.857142857,22,45.57142857,5,3,1.571428571,81,3.681818182
Masahiro Murakawa,2.5,12.08333333,13,46.75,12,13,0.666666667,688,52.92307692
Masahiro Nomura,1,53,17,14,1,1,0,14,0.823529412
Masahiro Numa,1.857142857,12.28571429,14,39.71428571,3,2,0,45,3.214285714
Masahiro Nunoshita,2,9.4,8,42.8,4,0,0,28,3.5
Masahiro Sasaki,1.166666667,5.833333333,25,37.66666667,2,2,0.333333333,49,1.96
Masahiro Tomita,1,3.625,23,29.75,5,4,1.125,172,7.47826087
Masahiro Tsuchiya,1,2.7,32,30.1,2,2,0,368,11.5
Masahiro Yamamoto,1.5,4.375,36,34,5,3,1.625,98,2.722222222
Masahiro Yanagida,1,9.666666667,3,24.66666667,1,0,2,1,0.333333333
Masahiro Yasugi,1.428571429,6.428571429,17,22.42857143,5,2,3.428571429,85,5
Masahiro Yoshida,1.285714286,8.571428571,12,42.42857143,5,3,0,65,5.416666667
Masaitsu Nakajima,1.333333333,10.33333333,17,41,2,0,2,14,0.823529412
Masakatsu Sugimoto,1,2.333333333,22,37,2,2,0.333333333,38,1.727272727
Masakazu Ehama,0,35,1,0,0,0,1,0,0
Masakazu Hioki,2.25,14.5,5,36,3,1,6,44,8.8
Masakazu Ono,3,4.666666667,4,55,2,0,0,9,2.25
Masakazu Soga,1,3.666666667,30,21.66666667,1,0,0,1,0.033333333
Masakazu Suzuoki,1.5,11.5,2,44,2,1,3.5,42,21
Masakazu Tanaka,1,13,5,21.5,2,2,1.5,60,12
Masakazu Yamashina,1.5,4,3,36,3,3,2.5,101,33.66666667
Masaki Aoki,1,3.4,6,19.4,3,0,0.8,19,3.166666667
Masaki Arai,1,4,1,12,0,0,0,0,0
Masaki Haruoka,1.5,5,2,30.5,2,0,0.5,8,4
Masaki Hashizume,2.142857143,9.785714286,20,28.14285714,7,6,0.5,169,8.45
Masaki Hirata,2,6,1,38,0,0,0,0,0
Masaki Ito,1.25,13.5,6,22.25,4,2,1,67,11.16666667
Masaki Koga,1,2,1,37,1,1,0,33,33
Masaki Kondo,1,5.5,12,25.25,3,2,1.75,40,3.333333333
Masaki Nakagawa,5.071428571,15.57142857,16,116.3571429,17,27,4.357142857,1095,68.4375
Masaki Nakanishi,2.428571429,12.57142857,9,39.14285714,4,2,3.571428571,69,7.666666667
Masaki Nobori,0,9,1,0,0,0,1,0,0
Masaki Okajima,1,2.666666667,3,21,2,1,0.333333333,45,15
Masaki Unno,0,2,1,0,0,0,0,0,0
Masaki Uno,2,7,1,38,2,1,22,26,26
Masaki Yoshida,1,6.666666667,4,24.33333333,1,1,1.333333333,24,6
Masako Murofushi,1,2.333333333,10,25.66666667,2,0,2,13,1.3
Masako Tsuchiya,1,5,1,37,1,0,1,7,7
Masami Izumi,0,8,1,0,0,0,0,0,0
Masami Kinoshita,1,3,1,25,0,0,0,0,0
Masami Murakata,1.166666667,6.166666667,14,25,5,2,2.166666667,65,4.642857143
Masami Suetake,1,9.5,5,21.5,2,0,0,4,0.8
Masami Yamazaki,1,3,1,32,1,0,2,7,7
Masamichi Kawarabayashi,1,4.666666667,13,32.66666667,2,1,3.666666667,25,1.923076923
Masamichi Nagafuchi,2,10,1,38,1,1,0,11,11
Masana Murase,1,8.333333333,4,19,2,0,3.333333333,17,4.25
Masanao Yamaoka,1,7.666666667,3,18,2,0,0.333333333,7,2.333333333
Masanari Yamamoto,1,3.5,29,30,2,1,0,21,0.724137931
Masanobu Umeda,1.714285714,8.285714286,21,16.14285714,3,1,0.285714286,44,2.095238095
Masanobu Yuhara,1.5,5,9,62,2,1,2,175,19.44444444
Masanori Fujibayashi,1,5.333333333,4,25,2,1,0.333333333,15,3.75
Masanori Hariyama,3.111111111,14.11111111,12,61.33333333,8,7,1.222222222,212,17.66666667
Masanori Hashimoto,5.272727273,29.09090909,11,104.0909091,17,25,10.90909091,633,57.54545455
Masanori Imai,2,6,1,50,2,0,12,9,9
Masanori Kameyama,1,5,1,37,1,1,4,23,23
Masanori Kurimoto,2,33,1,50,1,0,3,4,4
Masanori Kuwahara,0,0,1,0,0,0,0,0,0
Masanori Muroyama,1.8,6.4,7,24.8,5,2,7.4,62,8.857142857
Masanori Natsui,1.166666667,7.333333333,8,16.16666667,2,0,0.333333333,7,0.875
Masao Aramoto,2,6,2,52.5,1,0,1.5,6,3
Masao Hori,1,3,1,50,1,0,0,1,1
Masao Hotta,1.75,17.75,6,38.5,2,0,0.25,10,1.666666667
Masao Kakimoto,1,4,1,32,1,0,3,4,4
Masao Kubo,1.666666667,5.166666667,14,33.16666667,5,1,1.166666667,48,3.428571429
Masao Nakaya,1.166666667,3.5,16,31.66666667,2,1,3,14,0.875
Masao Sato,1.142857143,2.428571429,11,29.42857143,5,4,1.714285714,131,11.90909091
Masao Shimoji,1.5,4.5,3,19,1,0,1.5,2,0.666666667
Masao Takayama,0,26,1,0,0,0,0,0,0
Masao Yanagisawa,2.818181818,17.81818182,11,60.90909091,7,5,7.545454545,125,11.36363636
Masao Yokota,2.875,7.625,30,57.5,3,0,0,28,0.933333333
Masaru Fukushi,1.714285714,7,9,28.71428571,5,4,0.714285714,75,8.333333333
Masaru Kakimoto,1,4,1,25,1,1,0,13,13
Masaru Katayama,1.428571429,6.571428571,9,33.85714286,5,2,1,59,6.555555556
Masaru Kato,2,30,1,32,1,0,0,10,10
Masaru Kitsuregawa,7.923076923,22.96153846,27,202.3846154,28,87,30.92307692,3463,128.2592593
Masaru Kokubo,1.5,10.5,4,31.75,2,0,0,11,2.75
Masaru Ozaki,1,4.333333333,5,32,2,1,0,25,5
Masaru Takahashi,0,0,1,0,0,0,0,0,0
Masaru Takesue,1.266666667,0.2,23,24.73333333,5,3,3.333333333,144,6.260869565
Masashi Hashimoto,1.4,4.4,11,38.4,2,1,0,20,1.818181818
Masashi Hoshino,1,3,1,25,1,0,0,8,8
Masashi Imai,1.777777778,9.444444444,12,29,5,1,1.111111111,149,12.41666667
Masashi Kuwako,1,6,5,20.33333333,3,2,0.333333333,225,45
Masashi Miyano,1,10,1,37,1,0,0,5,5
Masashi Nakagawa,2,20,1,51,1,0,1,3,3
Masashi Niwa,2,7,1,81,1,0,2,3,3
Masashi Sasahara,1,6,1,29,1,0,0,7,7
Masashi Sonoyama,1,2,1,12,1,0,0,2,2
Masashi Uchino,1,7,1,32,1,0,0,3,3
Masasuke Kishi,1,4.333333333,21,27.66666667,2,2,1.333333333,75,3.571428571
Masataka Hirose,1,5,1,25,0,0,0,0,0
Masataka Matsui,1.5,8.75,8,23.75,3,1,0.75,43,5.375
Masataka Osaka,0,4,1,0,0,0,0,0,0
Masataka Sassa,1.2,1.666666667,32,26.6,6,3,2.066666667,90,2.8125
Masataka Yamane,1,4,1,25,1,0,1,9,9
Masato Edahiro,1.5,5.285714286,25,40.14285714,9,9,4.571428571,400,16
Masato Hiratani,1,9,1,37,1,1,1,40,40
Masato Inagi,1.333333333,9,3,24,2,0,1.666666667,6,2
Masato Iwabuchi,1,3,5,19.5,1,0,2,3,0.6
Masato Kaneta,0,5,1,0,0,0,0,0,0
Masato Kawai,1.166666667,4,8,21.33333333,3,2,0,52,6.5
Masato Kurosaki,1,2.5,11,16,0,0,0,0,0
Masato Mogaki,1,3,3,32,2,0,0.5,9,3
Masato Morita,1.5,3.5,23,43,1,0,1,7,0.304347826
Masato Motomura,2.75,15.75,7,58.75,6,6,10,156,22.28571429
Masato Nagamatsu,1,5,2,29.5,1,0,1.5,3,1.5
Masato Ogata,2,7.833333333,9,52,5,5,3.833333333,133,14.77777778
Masato Oguchi,2.25,6.333333333,14,48,6,5,2.5,173,12.35714286
Masato Otsuka,1,3.333333333,3,32.66666667,3,3,1,74,24.66666667
Masato Sakurai,0,9,1,0,0,0,0,0,0
Masato Suga,1,5,1,25,0,0,0,0,0
Masato Takeichi,4,11.0625,23,65.75,21,33,16,1425,61.95652174
Masato Uchida,4,18.4,5,75.8,5,3,4.6,181,36.2
Masato Yoshimi,2.8,48,5,54.4,6,3,0.4,96,19.2
Masato Yoshioka,0,38,1,0,0,0,19,0,0
